                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                 1.5462,                  1.721,                 1.9124,                0.49709,                0.54063,                0.48122,                0.21029,                 1.9728,                 2.2001,                 2.4878,             0.00095712,             0.00095712,             0.00095712
                    144,                 1.5419,                 1.6647,                 1.9063,                0.54136,                0.57938,                0.49545,                0.21833,                 1.9655,                 2.1957,                 2.4354,             0.00095506,             0.00095506,             0.00095506
                    145,                 1.5407,                 1.7338,                  1.889,                0.55333,                 0.4864,                0.50237,                0.20509,                 1.9823,                 2.1339,                 2.5003,               0.000953,               0.000953,               0.000953
                    146,                 1.5419,                 1.7422,                 1.8893,                0.66746,                0.45071,                0.51847,                0.21354,                  1.938,                  1.956,                 2.4906,             0.00095094,             0.00095094,             0.00095094
                    147,                 1.5154,                 1.7036,                 1.8699,                0.50677,                0.56619,                0.51354,                0.22622,                 1.9009,                 2.0972,                 2.3877,             0.00094887,             0.00094887,             0.00094887
                    148,                 1.5189,                 1.7923,                 1.8911,                0.60529,                0.52525,                0.53839,                0.22266,                 1.9557,                 2.0299,                 2.4326,             0.00094681,             0.00094681,             0.00094681
                    149,                 1.5281,                  1.749,                 1.8842,                0.57345,                0.48156,                 0.5088,                0.22173,                  1.947,                 2.2207,                 2.4599,             0.00094475,             0.00094475,             0.00094475
                    150,                 1.4965,                 1.6425,                 1.8511,                 0.5582,                0.53761,                0.52924,                0.23598,                 1.8881,                 2.0243,                 2.4368,             0.00094269,             0.00094269,             0.00094269
                    151,                  1.518,                 1.7196,                 1.8908,                0.57362,                 0.5682,                0.53767,                0.25066,                 1.9001,                 1.9567,                 2.4094,             0.00094062,             0.00094062,             0.00094062
                    152,                 1.4982,                 1.6329,                 1.8542,                 0.5599,                0.42701,                0.47389,                0.20976,                 1.9381,                 2.2563,                 2.4398,             0.00093856,             0.00093856,             0.00093856
                    153,                 1.5069,                 1.7169,                 1.8647,                0.58227,                 0.5254,                 0.5291,                0.24176,                 1.9233,                 2.0102,                 2.4845,              0.0009365,              0.0009365,              0.0009365
                    154,                 1.4957,                 1.6878,                 1.8549,                0.47466,                0.57751,                0.49942,                0.22177,                 1.8898,                 2.0071,                 2.4023,             0.00093444,             0.00093444,             0.00093444
                    155,                 1.4847,                   1.69,                 1.8578,                0.55594,                0.56446,                0.56917,                0.24342,                 1.9133,                  2.025,                 2.4438,             0.00093238,             0.00093238,             0.00093238
                    156,                 1.4555,                 1.6088,                 1.8367,                0.64559,                0.53347,                0.54216,                0.23368,                 1.9626,                 2.0809,                 2.4748,             0.00093031,             0.00093031,             0.00093031
                    157,                 1.5354,                 1.6818,                 1.9036,                0.65579,                0.51321,                0.57272,                0.25625,                 1.9012,                 1.9395,                 2.4261,             0.00092825,             0.00092825,             0.00092825
                    158,                 1.4638,                 1.5445,                 1.8282,                0.57431,                0.50796,                0.52009,                 0.2193,                 1.9589,                 2.0627,                 2.4555,             0.00092619,             0.00092619,             0.00092619
                    159,                 1.4723,                 1.6188,                  1.838,                0.54068,                0.53761,                0.51831,                0.23014,                 1.9259,                 1.9757,                  2.522,             0.00092413,             0.00092413,             0.00092413
                    160,                 1.5115,                 1.7658,                  1.897,                0.54582,                 0.5635,                0.53062,                0.23468,                 1.9181,                 1.9168,                 2.4902,             0.00092206,             0.00092206,             0.00092206
                    161,                 1.4937,                 1.6224,                 1.8573,                0.60059,                0.48737,                0.52345,                0.22431,                 1.9683,                   2.03,                 2.5199,                0.00092,                0.00092,                0.00092
                    162,                 1.4519,                 1.5598,                 1.8073,                0.63035,                0.55855,                0.58326,                0.25879,                 1.9138,                 1.8305,                 2.3689,             0.00091794,             0.00091794,             0.00091794
                    163,                 1.4552,                 1.5809,                 1.8249,                0.65459,                0.48114,                0.55085,                0.23546,                 1.9537,                 2.0067,                 2.4855,             0.00091588,             0.00091588,             0.00091588
                    164,                 1.4362,                 1.5725,                 1.7894,                0.56896,                0.55466,                0.56077,                0.23351,                 1.9848,                  1.939,                 2.5166,             0.00091381,             0.00091381,             0.00091381
                    165,                 1.4643,                   1.61,                 1.8336,                0.63404,                0.50908,                0.59351,                0.25335,                 1.8768,                 1.9203,                 2.4227,             0.00091175,             0.00091175,             0.00091175
                    166,                  1.484,                 1.6562,                 1.8648,                0.69553,                 0.5538,                0.57297,                0.24463,                 1.9595,                 1.9583,                 2.5141,             0.00090969,             0.00090969,             0.00090969
                    167,                  1.473,                 1.5886,                 1.8316,                0.67334,                0.54888,                 0.5689,                0.25356,                 1.9769,                 1.9117,                 2.5279,             0.00090763,             0.00090763,             0.00090763
                    168,                 1.4661,                 1.5568,                 1.8503,                0.53907,                 0.6129,                 0.5398,                0.23579,                 1.9345,                 1.9556,                 2.4935,             0.00090556,             0.00090556,             0.00090556
                    169,                 1.4479,                  1.537,                 1.8003,                0.56523,                0.44809,                0.47381,                0.20807,                 2.0133,                 2.2796,                 2.5078,              0.0009035,              0.0009035,              0.0009035
                    170,                 1.4036,                 1.5116,                 1.7815,                0.56688,                0.52151,                0.54998,                0.26073,                 1.8869,                 1.8897,                 2.4166,             0.00090144,             0.00090144,             0.00090144
                    171,                 1.4504,                 1.5518,                 1.8069,                0.60129,                0.52112,                0.58961,                0.28047,                  1.905,                 1.9646,                 2.4577,             0.00089938,             0.00089938,             0.00089938
                    172,                 1.4379,                 1.5012,                  1.788,                 0.5275,                 0.5555,                0.54587,                0.25434,                  1.952,                 1.9342,                 2.4901,             0.00089731,             0.00089731,             0.00089731
                    173,                 1.4331,                 1.5363,                 1.8022,                0.59781,                0.59914,                0.54134,                0.24044,                 1.9106,                 2.1346,                 2.4824,             0.00089525,             0.00089525,             0.00089525
                    174,                 1.4192,                 1.5314,                 1.7803,                0.64764,                0.51745,                0.54379,                0.25236,                 1.8996,                 1.8376,                 2.4655,             0.00089319,             0.00089319,             0.00089319
                    175,                 1.4503,                 1.5829,                 1.8131,                0.57857,                0.56425,                0.51908,                 0.2388,                  1.895,                 1.9869,                 2.4294,             0.00089112,             0.00089112,             0.00089112
                    176,                 1.3991,                 1.4847,                 1.7712,                0.60493,                0.56183,                 0.5823,                0.28016,                 1.8253,                 1.9646,                 2.3957,             0.00088906,             0.00088906,             0.00088906
                    177,                 1.3947,                 1.4668,                 1.7619,                 0.6348,                0.57729,                0.58978,                0.26411,                 1.8824,                 1.8908,                 2.3961,               0.000887,               0.000887,               0.000887
                    178,                 1.3963,                 1.4389,                 1.7623,                0.65852,                0.60828,                0.63003,                0.27011,                  1.937,                 1.8675,                 2.5275,             0.00088494,             0.00088494,             0.00088494
                    179,                 1.3808,                 1.3949,                 1.7502,                0.64852,                0.58294,                0.58328,                0.24572,                 1.9486,                  1.918,                 2.5339,             0.00088288,             0.00088288,             0.00088288
                    180,                 1.4049,                 1.5085,                 1.7672,                0.67176,                0.51909,                0.56562,                0.25731,                 1.9014,                 1.9825,                 2.4607,             0.00088081,             0.00088081,             0.00088081
                    181,                 1.4044,                 1.4654,                 1.7614,                0.73794,                0.51568,                0.59326,                0.24957,                 1.9187,                 1.8586,                  2.483,             0.00087875,             0.00087875,             0.00087875
                    182,                 1.4104,                 1.5095,                 1.7685,                0.68132,                0.55441,                0.61546,                0.26142,                 1.9063,                 1.9207,                 2.4896,             0.00087669,             0.00087669,             0.00087669
                    183,                 1.3629,                 1.5069,                 1.7372,                0.59461,                0.57218,                0.62375,                0.25958,                 1.9397,                 1.8487,                 2.4606,             0.00087462,             0.00087462,             0.00087462
                    184,                 1.3815,                 1.4346,                 1.7355,                0.64866,                0.54285,                0.60341,                0.26949,                 1.8866,                 1.7871,                 2.4292,             0.00087256,             0.00087256,             0.00087256
                    185,                 1.3888,                 1.5084,                 1.7559,                0.68651,                0.57154,                 0.6563,                0.28971,                  1.885,                 1.8094,                 2.4551,              0.0008705,              0.0008705,              0.0008705
                    186,                 1.3819,                 1.4701,                 1.7314,                0.66614,                0.55251,                 0.6018,                0.27257,                 1.9338,                  1.842,                 2.4504,             0.00086844,             0.00086844,             0.00086844
                    187,                 1.3891,                 1.4485,                 1.7264,                0.53119,                0.62393,                 0.5953,                0.25707,                 1.8874,                 1.7936,                 2.4217,             0.00086637,             0.00086637,             0.00086637
                    188,                 1.3496,                 1.4573,                 1.7351,                0.58949,                0.59675,                 0.5851,                0.25303,                 1.9381,                 1.8539,                 2.4695,             0.00086431,             0.00086431,             0.00086431
                    189,                  1.401,                  1.472,                 1.7666,                0.61062,                0.54089,                0.56855,                0.24964,                 1.9747,                 1.8292,                 2.5581,             0.00086225,             0.00086225,             0.00086225
                    190,                 1.3452,                 1.4288,                 1.6961,                0.61988,                 0.5694,                0.58351,                0.26817,                 1.9136,                 1.8146,                 2.5137,             0.00086019,             0.00086019,             0.00086019
                    191,                 1.3896,                 1.4216,                 1.7508,                0.64623,                0.58484,                0.60628,                0.27575,                 1.9526,                 1.8125,                 2.5671,             0.00085813,             0.00085813,             0.00085813
                    192,                 1.3791,                 1.4133,                 1.7498,                0.58954,                0.57881,                0.56845,                0.26322,                 1.9249,                 1.8057,                 2.5105,             0.00085606,             0.00085606,             0.00085606
                    193,                 1.3805,                 1.4323,                 1.7722,                0.55956,                0.53664,                0.54404,                0.25014,                 1.9413,                 1.8286,                 2.5133,               0.000854,               0.000854,               0.000854
                    194,                 1.3467,                 1.4097,                 1.7064,                0.65848,                0.59756,                0.60804,                0.27672,                 1.8979,                 1.7723,                 2.5063,             0.00085194,             0.00085194,             0.00085194
                    195,                 1.4092,                 1.4583,                 1.7671,                0.63361,                0.53442,                0.58443,                0.25758,                 1.9323,                 1.8101,                   2.48,             0.00084988,             0.00084988,             0.00084988
                    196,                 1.3343,                 1.3837,                  1.683,                 0.7042,                0.59735,                0.63639,                0.29157,                 1.9045,                 1.7602,                 2.4432,             0.00084781,             0.00084781,             0.00084781
                    197,                 1.3696,                 1.3854,                 1.7342,                 0.6276,                0.60594,                0.61727,                 0.2936,                 1.9097,                   1.77,                 2.4575,             0.00084575,             0.00084575,             0.00084575
                    198,                 1.3508,                 1.4041,                 1.6889,                0.70492,                0.59099,                0.59185,                0.25773,                 1.9783,                 1.9391,                 2.5513,             0.00084369,             0.00084369,             0.00084369
                    199,                  1.311,                 1.3546,                 1.6932,                0.67145,                0.55649,                0.58438,                0.26361,                 1.9229,                 1.7963,                 2.4832,             0.00084162,             0.00084162,             0.00084162
                    200,                 1.3842,                 1.3983,                 1.7443,                0.67414,                0.57163,                0.60599,                 0.2551,                 1.9574,                 1.7834,                 2.5763,             0.00083956,             0.00083956,             0.00083956
                    201,                 1.3746,                 1.3902,                 1.7266,                0.75694,                0.55877,                0.62637,                0.27926,                 1.9248,                 1.7225,                 2.4573,              0.0008375,              0.0008375,              0.0008375
                    202,                 1.3755,                  1.429,                 1.7304,                0.62878,                0.53521,                0.58494,                0.27481,                  1.871,                 1.7595,                 2.4318,             0.00083544,             0.00083544,             0.00083544
                    203,                 1.3938,                 1.3555,                 1.7548,                0.56716,                0.63844,                0.60839,                0.29172,                 1.8991,                 1.7716,                 2.4554,             0.00083337,             0.00083337,             0.00083337
                    204,                 1.3876,                 1.3979,                 1.7418,                0.70284,                0.53351,                0.60223,                0.29073,                 1.9203,                 1.8115,                 2.4756,             0.00083131,             0.00083131,             0.00083131
                    205,                 1.3282,                 1.3651,                 1.6941,                0.68322,                0.56247,                0.61842,                0.26561,                 1.9542,                 1.7294,                 2.6328,             0.00082925,             0.00082925,             0.00082925
                    206,                 1.3902,                 1.4618,                 1.7446,                0.69162,                0.55426,                 0.6494,                0.27697,                 1.8803,                 1.7274,                 2.4508,             0.00082719,             0.00082719,             0.00082719
                    207,                 1.3352,                 1.3959,                 1.7085,                0.68964,                0.55366,                0.58001,                0.26209,                  1.953,                 1.7834,                 2.5128,             0.00082513,             0.00082513,             0.00082513
                    208,                  1.288,                 1.3131,                 1.6759,                 0.6463,                0.62398,                0.63359,                0.28479,                 1.9125,                 1.6469,                 2.4549,             0.00082306,             0.00082306,             0.00082306
                    209,                 1.3247,                 1.3417,                 1.6998,                0.65651,                 0.6454,                0.64592,                 0.2873,                 1.9599,                 1.6939,                 2.5135,               0.000821,               0.000821,               0.000821
                    210,                 1.3292,                 1.3539,                 1.6843,                0.60531,                0.60825,                0.60357,                0.26887,                 1.9547,                 1.7148,                 2.4991,             0.00081894,             0.00081894,             0.00081894
                    211,                 1.3116,                 1.4024,                 1.6904,                0.72342,                0.64008,                0.65755,                0.29449,                 1.9059,                 1.8052,                 2.4913,             0.00081688,             0.00081688,             0.00081688
                    212,                 1.3449,                 1.3434,                 1.7052,                0.82509,                0.57508,                0.68174,                0.29992,                 1.9144,                  1.697,                 2.5035,             0.00081481,             0.00081481,             0.00081481
                    213,                 1.3281,                 1.3426,                 1.6965,                0.77605,                0.56004,                0.64209,                0.28907,                  1.914,                 1.6975,                 2.4924,             0.00081275,             0.00081275,             0.00081275
                    214,                 1.3029,                 1.3014,                 1.6637,                0.64658,                0.51739,                0.56428,                0.24881,                 1.9744,                 1.9585,                 2.5783,             0.00081069,             0.00081069,             0.00081069
                    215,                 1.3369,                  1.338,                 1.6938,                0.70391,                0.55174,                0.62288,                0.27992,                 1.9565,                   1.79,                 2.5202,             0.00080863,             0.00080863,             0.00080863
                    216,                 1.3038,                 1.3253,                 1.6746,                 0.6896,                0.60485,                0.63372,                0.27707,                 1.9351,                 1.6436,                 2.5404,             0.00080656,             0.00080656,             0.00080656
                    217,                 1.3486,                 1.3413,                 1.7242,                0.74497,                0.55943,                0.64071,                0.27063,                 1.9305,                 1.7543,                 2.4936,              0.0008045,              0.0008045,              0.0008045
                    218,                 1.3253,                 1.2823,                 1.6789,                 0.6612,                0.58178,                0.62742,                0.26258,                 1.9434,                 1.7732,                 2.5504,             0.00080244,             0.00080244,             0.00080244
                    219,                 1.2582,                 1.3189,                 1.6407,                0.63102,                0.57288,                0.57916,                0.26935,                 1.9821,                 1.8697,                 2.5095,             0.00080038,             0.00080038,             0.00080038
                    220,                 1.3224,                 1.2982,                 1.6681,                0.74323,                0.50724,                0.60929,                0.27085,                 1.9381,                 1.8645,                 2.5228,             0.00079831,             0.00079831,             0.00079831
                    221,                 1.2974,                 1.3089,                 1.6735,                0.78103,                0.58214,                0.66117,                0.29267,                 1.9536,                 1.7458,                 2.5425,             0.00079625,             0.00079625,             0.00079625
                    222,                 1.3017,                 1.2926,                 1.6759,                0.57876,                0.62579,                0.63265,                0.26669,                 1.9869,                 1.7911,                 2.5721,             0.00079419,             0.00079419,             0.00079419
                    223,                 1.3228,                 1.4032,                 1.7062,                0.63562,                0.57589,                0.59085,                0.25697,                 1.9882,                  1.794,                 2.5761,             0.00079213,             0.00079213,             0.00079213
                    224,                  1.259,                 1.3206,                 1.6464,                0.72345,                0.55186,                0.63034,                0.28057,                 1.9468,                 1.7574,                  2.487,             0.00079006,             0.00079006,             0.00079006
                    225,                 1.2982,                 1.2658,                 1.6536,                0.68734,                0.53574,                0.60659,                0.28333,                 1.8983,                 1.7805,                 2.4576,               0.000788,               0.000788,               0.000788
                    226,                 1.2342,                 1.2451,                 1.6112,                0.64225,                 0.6967,                0.66477,                0.28958,                 1.9483,                 1.6768,                 2.5566,             0.00078594,             0.00078594,             0.00078594
                    227,                 1.2687,                 1.2762,                 1.6286,                0.74592,                0.57302,                0.64506,                0.29022,                 1.9649,                 1.7465,                  2.506,             0.00078387,             0.00078387,             0.00078387
                    228,                 1.2818,                 1.2691,                 1.6538,                0.73632,                0.51999,                0.61294,                0.26536,                 1.9807,                 1.7496,                 2.5462,             0.00078181,             0.00078181,             0.00078181
                    229,                 1.2901,                 1.3092,                 1.6591,                 0.7318,                0.55681,                0.64902,                 0.2737,                  1.995,                 1.7452,                 2.5427,             0.00077975,             0.00077975,             0.00077975
                    230,                 1.2649,                 1.2394,                  1.624,                0.65442,                0.56585,                0.59904,                0.27428,                 1.9617,                 1.7859,                 2.5189,             0.00077769,             0.00077769,             0.00077769
                    231,                 1.2783,                 1.2922,                 1.6515,                0.61505,                0.59974,                0.60212,                0.28401,                 1.8966,                 1.6865,                 2.5081,             0.00077563,             0.00077563,             0.00077563
                    232,                 1.2635,                 1.2539,                 1.6261,                0.75299,                0.58819,                0.66107,                 0.2827,                 1.9379,                 1.7649,                 2.5424,             0.00077356,             0.00077356,             0.00077356
                    233,                 1.2598,                 1.2804,                 1.6192,                0.65778,                0.58732,                0.63676,                0.27991,                 1.9791,                 1.6545,                 2.5656,              0.0007715,              0.0007715,              0.0007715
                    234,                 1.2723,                 1.2602,                 1.6396,                 0.6244,                0.57701,                 0.5821,                0.26021,                 1.9729,                  1.755,                 2.5954,             0.00076944,             0.00076944,             0.00076944
                    235,                 1.2263,                 1.1844,                 1.5866,                 0.6984,                0.58219,                 0.6214,                 0.2793,                  1.919,                 1.7641,                 2.5505,             0.00076738,             0.00076738,             0.00076738
                    236,                 1.2438,                 1.2544,                 1.6095,                0.68585,                0.62138,                0.64891,                 0.2879,                  1.885,                 1.6871,                 2.4959,             0.00076531,             0.00076531,             0.00076531
                    237,                  1.274,                 1.2334,                 1.6253,                0.69398,                0.64093,                0.67077,                0.29029,                 1.9312,                 1.6736,                 2.5439,             0.00076325,             0.00076325,             0.00076325
                    238,                 1.2579,                  1.217,                 1.6193,                0.70945,                0.56277,                0.60772,                0.26364,                 1.9348,                 1.6967,                 2.5617,             0.00076119,             0.00076119,             0.00076119
                    239,                 1.2809,                 1.2331,                 1.6385,                0.58023,                0.56032,                 0.5801,                 0.2789,                 1.9037,                 1.7681,                 2.4871,             0.00075912,             0.00075912,             0.00075912
                    240,                  1.239,                 1.2409,                 1.6045,                0.71487,                 0.5679,                0.62513,                0.28858,                 1.9499,                 1.7595,                 2.5664,             0.00075706,             0.00075706,             0.00075706
                    241,                 1.2074,                 1.1996,                 1.5771,                0.63179,                0.64348,                0.62987,                0.27269,                  1.984,                 1.7645,                 2.5788,               0.000755,               0.000755,               0.000755
                    242,                 1.2194,                 1.2286,                 1.5933,                0.71412,                0.62518,                0.63625,                0.29487,                 1.9362,                 1.6738,                 2.5451,             0.00075294,             0.00075294,             0.00075294
                    243,                 1.2469,                 1.2167,                 1.6073,                0.69517,                0.58834,                  0.664,                0.29517,                 1.9717,                 1.6201,                 2.5785,             0.00075088,             0.00075088,             0.00075088
                    244,                 1.2305,                 1.1785,                 1.6141,                 0.7939,                0.59392,                0.65433,                0.28877,                 1.9255,                  1.611,                 2.5719,             0.00074881,             0.00074881,             0.00074881
                    245,                 1.2447,                 1.2637,                 1.6167,                0.69632,                0.58854,                0.64678,                0.28025,                  1.947,                 1.6774,                 2.5896,             0.00074675,             0.00074675,             0.00074675
                    246,                 1.1908,                 1.1999,                 1.5687,                0.68768,                0.59086,                0.61165,                0.28069,                 1.9246,                  1.705,                 2.5811,             0.00074469,             0.00074469,             0.00074469
                    247,                 1.1988,                 1.2252,                 1.5688,                0.75331,                 0.5474,                0.65918,                 0.2969,                 1.9289,                 1.6452,                  2.533,             0.00074263,             0.00074263,             0.00074263
                    248,                 1.2352,                 1.2493,                 1.6024,                0.78574,                0.58411,                0.66182,                0.29532,                 1.9175,                 1.7311,                 2.5432,             0.00074056,             0.00074056,             0.00074056
                    249,                 1.2239,                 1.1759,                 1.5762,                0.66352,                0.56502,                0.60299,                0.27731,                 1.9438,                 1.7089,                 2.5924,              0.0007385,              0.0007385,              0.0007385
                    250,                 1.2294,                 1.2045,                  1.606,                0.69898,                0.65253,                0.65075,                0.30232,                 1.9049,                 1.6593,                 2.5557,             0.00073644,             0.00073644,             0.00073644
                    251,                 1.2296,                  1.188,                 1.6105,                0.64406,                0.66007,                0.64616,                0.28809,                 1.9462,                 1.6147,                 2.6136,             0.00073437,             0.00073437,             0.00073437
                    252,                 1.2258,                 1.1885,                  1.584,                0.72947,                0.61922,                0.65242,                0.30537,                 1.9042,                 1.6574,                 2.5202,             0.00073231,             0.00073231,             0.00073231
                    253,                 1.2271,                 1.1628,                 1.5996,                0.75903,                 0.5495,                0.63687,                0.29131,                 1.9345,                 1.6507,                 2.5635,             0.00073025,             0.00073025,             0.00073025
                    254,                 1.2472,                 1.2279,                 1.5993,                0.70181,                0.60777,                0.66056,                0.30535,                 1.9233,                 1.5409,                   2.57,             0.00072819,             0.00072819,             0.00072819
                    255,                 1.1998,                 1.1499,                 1.5743,                0.72665,                0.62689,                0.65758,                0.30208,                 1.9441,                 1.6789,                 2.5642,             0.00072612,             0.00072612,             0.00072612
                    256,                 1.2566,                 1.2012,                 1.6136,                 0.7936,                0.57077,                0.69532,                0.30672,                 1.9826,                 1.5956,                 2.5818,             0.00072406,             0.00072406,             0.00072406
                    257,                 1.2276,                 1.1933,                 1.5763,                0.67767,                0.59927,                0.65554,                0.29882,                 2.0166,                 1.6213,                 2.6392,               0.000722,               0.000722,               0.000722
                    258,                 1.1957,                 1.1551,                 1.5648,                0.78082,                0.61567,                 0.6929,                0.31212,                    1.9,                 1.5342,                 2.5618,             0.00071994,             0.00071994,             0.00071994
                    259,                 1.1958,                 1.1201,                 1.5481,                0.72587,                0.64699,                0.67189,                0.29676,                 1.9443,                  1.738,                  2.523,             0.00071788,             0.00071788,             0.00071788
                    260,                 1.1919,                 1.2649,                 1.5548,                0.72321,                0.63007,                0.67442,                0.29804,                 1.9596,                 1.6823,                 2.5604,             0.00071581,             0.00071581,             0.00071581
                    261,                  1.223,                 1.1443,                 1.5917,                0.66626,                0.61565,                0.63684,                0.28046,                 2.0121,                 1.6962,                 2.6293,             0.00071375,             0.00071375,             0.00071375
                    262,                 1.1874,                 1.1262,                 1.5648,                0.69994,                0.63714,                0.67881,                0.29857,                 1.9559,                 1.6365,                 2.5891,             0.00071169,             0.00071169,             0.00071169
                    263,                 1.1762,                 1.1214,                 1.5407,                0.71654,                0.62876,                0.65349,                0.29887,                 1.9377,                  1.636,                 2.6238,             0.00070962,             0.00070962,             0.00070962
                    264,                 1.1597,                 1.1545,                 1.5367,                0.73168,                0.62939,                0.63578,                0.30392,                 1.8838,                 1.7091,                  2.554,             0.00070756,             0.00070756,             0.00070756
                    265,                  1.166,                 1.1097,                 1.5414,                0.79245,                0.58805,                0.66506,                0.31025,                 1.9249,                 1.6756,                 2.5557,              0.0007055,              0.0007055,              0.0007055
                    266,                 1.2107,                 1.1251,                 1.5572,                  0.763,                0.54854,                0.63086,                0.29801,                  1.954,                  1.786,                  2.558,             0.00070344,             0.00070344,             0.00070344
                    267,                 1.1317,                 1.0963,                 1.5031,                0.70889,                0.67336,                0.65873,                  0.301,                 1.9667,                   1.63,                 2.6259,             0.00070137,             0.00070137,             0.00070137
                    268,                  1.174,                 1.1353,                 1.5445,                0.72802,                0.66924,                0.69266,                0.30837,                 1.9487,                  1.647,                 2.5829,             0.00069931,             0.00069931,             0.00069931
                    269,                  1.186,                 1.1012,                 1.5357,                0.79648,                0.62622,                0.66926,                0.29344,                 1.9325,                 1.6677,                   2.58,             0.00069725,             0.00069725,             0.00069725
                    270,                 1.1393,                 1.0676,                 1.5204,                0.75255,                0.61708,                0.66398,                0.30423,                 1.9454,                 1.6961,                 2.6471,             0.00069519,             0.00069519,             0.00069519
                    271,                 1.1652,                 1.1011,                 1.5331,                  0.779,                 0.6324,                0.65373,                0.30277,                 1.9425,                 1.7497,                 2.5406,             0.00069313,             0.00069313,             0.00069313
                    272,                 1.1646,                 1.1272,                 1.5448,                0.74384,                 0.6812,                0.67074,                0.30824,                 1.9782,                 1.6895,                 2.6343,             0.00069106,             0.00069106,             0.00069106
                    273,                 1.1606,                 1.0908,                 1.5161,                0.79582,                 0.5426,                0.64318,                0.28913,                 1.9862,                 1.7192,                 2.6423,               0.000689,               0.000689,               0.000689
                    274,                 1.1461,                 1.0759,                 1.5148,                0.81149,                0.55235,                  0.639,                0.29456,                 1.9245,                 1.6924,                 2.6061,             0.00068694,             0.00068694,             0.00068694
                    275,                 1.1563,                  1.067,                 1.5194,                0.83338,                0.58001,                0.66779,                0.30144,                 1.9174,                 1.6956,                 2.5718,             0.00068488,             0.00068488,             0.00068488
                    276,                 1.1586,                 1.0445,                  1.517,                0.85993,                0.57751,                0.68209,                0.30133,                 1.9635,                 1.7713,                 2.6195,             0.00068281,             0.00068281,             0.00068281
                    277,                 1.1578,                 1.0573,                 1.5119,                0.76312,                0.61943,                 0.6697,                0.30378,                 1.9198,                 1.6902,                 2.5579,             0.00068075,             0.00068075,             0.00068075
                    278,                 1.1351,                 1.0873,                 1.5089,                 0.7464,                0.59197,                0.64912,                0.30246,                 1.9088,                 1.6838,                 2.5484,             0.00067869,             0.00067869,             0.00067869
                    279,                 1.1298,                 1.0637,                  1.512,                0.68774,                0.62939,                0.65613,                0.30478,                 1.9281,                 1.7171,                 2.5427,             0.00067663,             0.00067663,             0.00067663
                    280,                 1.1124,                 1.0333,                 1.4976,                0.68327,                0.59533,                0.66103,                0.31519,                  1.896,                 1.6238,                 2.5407,             0.00067456,             0.00067456,             0.00067456
                    281,                 1.1448,                 1.0721,                 1.5261,                0.74308,                0.61851,                0.66714,                0.30235,                 1.9243,                 1.6963,                 2.5659,              0.0006725,              0.0006725,              0.0006725
                    282,                 1.1193,                 1.0431,                 1.4964,                0.83412,                0.53572,                  0.663,                0.30287,                  1.977,                 1.5873,                 2.6623,             0.00067044,             0.00067044,             0.00067044
                    283,                 1.1292,                 1.0638,                 1.4922,                 0.7634,                  0.564,                0.64223,                 0.3054,                 1.9918,                 1.6901,                 2.7073,             0.00066838,             0.00066838,             0.00066838
                    284,                 1.0984,                 1.0712,                 1.4939,                0.65903,                0.62971,                 0.6521,                0.28888,                 1.9467,                 1.6105,                 2.6297,             0.00066631,             0.00066631,             0.00066631
                    285,                 1.1555,                 1.1081,                 1.5328,                0.82267,                 0.5807,                0.67228,                 0.2996,                 1.9325,                 1.6539,                 2.5856,             0.00066425,             0.00066425,             0.00066425
                    286,                 1.1146,                 1.0583,                  1.486,                0.73853,                0.59691,                0.66843,                0.30627,                 1.9582,                 1.6266,                 2.5955,             0.00066219,             0.00066219,             0.00066219
                    287,                 1.0944,                 1.0302,                 1.4751,                0.70301,                0.60275,                0.63548,                0.30086,                  1.953,                 1.6938,                 2.5989,             0.00066013,             0.00066013,             0.00066013
                    288,                 1.1416,                 1.1126,                 1.5054,                0.68367,                0.61263,                0.62444,                0.28386,                 1.9614,                 1.6971,                 2.6685,             0.00065806,             0.00065806,             0.00065806
                    289,                 1.1178,                 1.0357,                  1.496,                0.73983,                 0.5714,                0.65978,                0.29249,                 2.0032,                 1.6447,                 2.6604,               0.000656,               0.000656,               0.000656
                    290,                 1.1384,                 1.0561,                 1.5268,                0.74091,                 0.5647,                0.63888,                0.30023,                  1.959,                 1.6827,                 2.6187,             0.00065394,             0.00065394,             0.00065394
                    291,                   1.12,                 1.0682,                 1.4927,                0.69761,                0.60814,                0.67354,                0.29174,                  1.993,                 1.6218,                 2.6716,             0.00065188,             0.00065188,             0.00065188
                    292,                 1.1142,                 1.0318,                 1.4807,                  0.808,                 0.5702,                0.65132,                0.29422,                 2.0189,                 1.6404,                 2.6562,             0.00064981,             0.00064981,             0.00064981
                    293,                 1.1226,                 1.0887,                 1.5085,                0.70144,                 0.6136,                0.64032,                0.29162,                 2.0122,                 1.7514,                 2.6886,             0.00064775,             0.00064775,             0.00064775
                    294,                 1.1111,                 1.0597,                 1.4809,                0.77402,                0.60066,                0.66229,                 0.2859,                 1.9788,                 1.6432,                 2.6737,             0.00064569,             0.00064569,             0.00064569
